/* This file requires rewriting of ß to ss in prepro.csv, but no rewriting of ä, ö and ü.
/* It recognizes input with ä, ö, ü as well as with ae, oe, ue.

;;-;KB17, added Hyphen #19-sde;DEKomma;DEHyphen
;;nachrufst;KB11,nachrufen;DERel;
;;nachruft;KB11,nachrufen;DERel;
;;nachsage;KB11,nachsagen;DERel;
;;nachsagen;KB11,nachsagen;DEInf;
;;nachsagst;KB11,nachsagen;DERel;
;;nachsagt;KB11,nachsagen;DERel;
;;nachsagte;KB11,nachsagen;DERel;
;;nachsagten;KB11,nachsagen;DERel;
;;nachsah;KB11,nachsehen;DERel;
;;nachsahen;KB11,nachsehen;DERel;
;;nachschaue;KB16,nachschauen;DERel;
;;nachschauen;KB16,nachschauen;DEInf;
;;nachschaut;KB16,nachschauen;DERel;
;;nachschaute;KB16,nachschauen;DERel;
;;nachschauten;KB16,nachschauen;DERel;
;;nachschiebe;KB11,nachschieben;DERel;
;;nachschieben;KB11,nachschieben;DEInf;
;;nachschiebst;KB11,nachschieben;DERel;
;;nachschiebt;KB11,nachschieben;DERel;
;;nachschob;KB11,nachschieben;DERel;
;;nachschoben;KB11,nachschieben;DERel;
;;nachsehe;KB11,nachsehen;DERel;
;;nachsehen;deel4;DEInf;
;;nachseht;KB11,nachsehen;DERel;
;;nachsiehst;KB11,nachsehen;DERel;
;;nachsieht;KB11,nachsehen;DERel;
;;nachspiele;DTI,nachspielen;DERel;
;;nachspielen;DTI,nachspielen;DEInf;
;;nachspielt;DTI,nachspielen;DERel;
;;nachspielte;DTI,nachspielen;DERel;
;;nachspielten;DTI,nachspielen;DERel;
;;nachsprach;DTI,nachsprechen;DERel;
;;nachsprachen;DTI,nachsprechen;DERel;
;;nachspreche;DTI,nachsprechen;DERel;
;;nachsprechen;DTI,nachsprechen;DEInf;
;;nachspricht;DTI,nachsprechen;DERel;
;;nachstelle;KB11,nachstellen;DERel;
;;nachstellen;KB11,nachstellen;DEInf;
;;nachstellst;KB11,nachstellen;DERel;
;;nachstellt;KB11,nachstellen;DERel;
;;nachstellte;KB11,nachstellen;DERel;
;;nachstellten;KB11,nachstellen;DERel;
;;nachsuche;KB11,nachsuchen;DERel;
;;nachsuchen;KB11,nachsuchen;DEInf;
;;nachsuchst;KB11,nachsuchen;DERel;
;;nachsucht;KB11,nachsuchen;DERel;
;;nachsuchte;KB11,nachsuchen;DERel;
;;nachsuchten;KB11,nachsuchen;DERel;
;;nachteilig;KB08;DEPredadj;
;;nachträglich;KB08;DEPredadj;
;;nachträgliche;KB08;DEAttradj;
;;nachträglichen;KB08;DEAttradj;
;;nachträglicher;KB08;DEAdj;
;;nachtragend;DTI;DEPredadj;
;;nachts;deel2;DEAdv;DEAdvTime;
;;nachvergütet;KB11;DERel;
;;nachverhandele;KB11,nachverhandeln;DERel;
;;nachverhandeln;KB11,nachverhandeln;DEInf;
;;nachverhandelst;KB11,nachverhandeln;DERel;
;;nachverhandelt;deel4;DEPart;
;;nachverhandelte;KB11,nachverhandeln;DERel;
;;nachverhandelten;KB11,nachverhandeln;DERel;
;;nachvollziehbar;KB08;DEPredadj;
;;nachvollziehbare;KB08;DEAttradj;
;;nachvollziehe;KB11,nachvollziehen;DERel;
;;nachvollziehen;deel3;DEInf;
;;nachvollziehst;KB11,nachvollziehen;DERel;
;;nachvollzieht;KB11;DERel;
;;nachvollzog;KB11,nachvollziehen;DERel;
;;nachvollzogen;deel4;DERel;
;;nachwachsende;KB08;DEAttradj;
;;nachwachsenden;KB08;DEAttradj;
;;nachweisbar;KB08;DEPredadj;
;;nachweise;deel3;DERelCon;
;;nachweisen;;DERelCon;
;;nachweislich;KB08;DEPredadj;
;;nachweist;deel5;DERel;
;;nachwies;KB11,nachweisen;DERel;
;;nachwiesen;KB11,nachweisen;DERel;
;;nachwirke;DTI,nachwirken;DERel;
;;nachwirken;DTI,nachwirken;DEInf;
;;nachwirkt;DTI,nachwirken;DERel;
;;nachwirkte;DTI,nachwirken;DERel;
;;nachwirkten;DTI,nachwirken;DERel;
;;nachzähle;KB11,nachzählen;DERel;
;;nachzählen;KB11;DEInf;
;;nachzählst;KB11,nachzählen;DERel;
;;nachzählt;KB11,nachzählen;DERel;
;;nachzählte;KB11,nachzählen;DERel;
;;nachzählten;KB11,nachzählen;DERel;
;;nachzahle;KB11,nachzahlen;DERel;
;;nachzahlen;deel3;DEInf;
;;nachzahlst;KB11,nachzahlen;DERel;
;;nachzahlt;KB11,nachzahlen;DERel;
;;nachzahlte;KB11,nachzahlen;DERel;
;;nachzahlten;KB11,nachzahlen;DERel;
;;nachzeichne;KB11,nachzeichnen;DERel;
;;nachzeichnen;KB11;DEInf;
;;nachzeichnest;KB11,nachzeichnen;DERel;
;;nachzeichnet;KB11,nachzeichnen;DERel;
;;nachzeichnete;KB11,nachzeichnen;DERel;
;;nachzeichneten;KB11,nachzeichnen;DERel;
;;nachziehe;KB11,nachziehen;DERel;
;;nachziehen;deel3;DEInf;
;;nachziehst;KB11,nachziehen;DERel;
;;nachzieht;KB11,nachziehen;DERel;
;;nachzog;KB11,nachziehen;DERel;
;;nachzogen;KB11,nachziehen;DERel;
;;nachzuahmen;KB11,nachahmen;DEZuInf;
;;nachzuarbeiten;KB11,nacharbeiten;DEZuInf;
;;nachzubauen;DTI,nachbauen;DEZuInf;
;;nachzubessern;deel3;DEZuInf;
;;nachzubilden;KB11;DEZuInf;
;;nachzudenken;deel2;DEZuInf;
;;nachzuerzählen;KB11,nacherzählen;DEZuInf;
;;nachzufahren;KB11,nachfahren;DEZuInf;
;;nachzufolgen;KB11,nachfolgen;DEZuInf;
;;nachzufragen;KB11;DEZuInf;
;;nachzugeben;deel4;DEZuInf;
;;nachzugehen;KB11,nachgehen;DEZuInf;
;;nachzuhalten;KB11,nachhalten;DEZuInf;
;;nachzuhelfen;DTI,nachhelfen;DEZuInf;
;;nachzuholen;;DEZuInf;
;;nachzukommen;;DEZuInf;
;;nachzulagern;KB11,nachlagern;DEZuInf;
;;nachzulassen;;DEZuInf;
;;nachzulegen;;DEZuInf;
;;nachzulesen;;DEZuInf;
;;nachzumachen;KB11,nachmachen;DEZuInf;
;;nachzunutzen;KB11,nachnutzen;DEZuInf;
;;nachzuordnen;KB11,nachordnen;DEZuInf;
;;nachzuprüfen;KB11,nachprüfen;DEZuInf;
;;nachzurechnen;DTI,nachrechnen;DEZuInf;
;;nachzureichen;;DEZuInf;
;;nachzurüsten;KB11,nachrüsten;DEZuInf;
;;nachzurufen;KB11,nachrufen;DEZuInf;
;;nachzusagen;KB11,nachsagen;DEZuInf;
;;nachzuschauen;KB16,nachschauen;DEZuInf;
;;nachzuschieben;KB11,nachschieben;DEZuInf;
;;nachzusehen;KB11,nachsehen;DEZuInf;
;;nachzuspielen;DTI,nachspielen;DEZuInf;
;;nachzusprechen;DTI,nachsprechen;DEZuInf;
;;nachzustellen;KB11,nachstellen;DEZuInf;
;;nachzusuchen;KB07;DEZuInf;
;;nachzuverhandeln;KB11,nachverhandeln;DEZuInf;
;;nachzuvollziehen;;DEZuInf;
;;nachzuweisen;;DEZuInf;
;;nachzuwirken;DTI,nachwirken;DEZuInf;
;;nachzuzählen;KB11,nachzählen;DEZuInf;
;;nachzuzahlen;KB11,nachzahlen;DEZuInf;
;;nachzuzeichnen;KB11;DEZuInf;
;;nachzuziehen;KB11,nachziehen;DEZuInf;
;;nackt;KB08;DEPredadj;
;;nackte;KB08;DEAttradj;
;;nächste;KB08;DEAttradj;
;;nächstem;KB08;DEAttradj;
;;nächsten;KB08;DEAttradj;
;;nächster;KB08;DEAttradj;
;;nächstes;KB08;DEAttradj;
;;nächstniedrigen;KB14;DEAttradj;
;;nächtliche;KB08;DEAttradj;
;;nächtlichen;KB08;DEAttradj;
;;nächtliches;KB08;DEAttradj;
;;nähe;KB11,nähen;DERelCon;
;;nähen;KB11,nähen;DEInf;
;;näher;KB14;DEPredadj;
;;nähere;KB08;DEAttradj;
;;näheren;KB08;DEAttradj;
;;näherer;KB14;DEAttradj;
;;näheres;KB08;DEAttradj;
;;nähergekommen;deel4;DEPart;
;;näherkam;KB11,näherkommen;DERel;
;;näherkamen;KB11,näherkommen;DERel;
;;näherkomme;KB11,näherkommen;DERel;
;;näherkommen;KB11,näherkommen;DEInf;
;;näherkommst;KB11,näherkommen;DERel;
;;näherkommt;KB11,näherkommen;DERel;
;;nähern;;DEInf;
;;näherst;KB11,nähern;DERel;
;;nähert;;DERel;
;;näherte;KB11,nähern;DERel;
;;näherten;;DERel;
;;näherzukommen;KB11,näherkommen;DEZuInf;
;;nähme;;DERel;
;;nähmen;deel3;DERel;
;;nähre;KB11,nähren;DERel;
;;nähren;KB11;DEInf;
;;nährst;KB11,nähren;DERel;
;;nährt;KB11,nähren;DERel;
;;nährte;KB11,nähren;DERel;
;;nährten;KB11,nähren;DERel;
;;nähst;KB11,nähen;DERel;
;;näht;KB11,nähen;DERel;
;;nähte;KB11,nähen;DERel;
;;nähten;KB11,nähen;DERel;
;;närrische;KB08;DEAttradj;
;;närrischen;KB08;DEAttradj;
;;närrischer;KB08;DEAdj;
;;nagt;KB14,nagen;DERel;
;;nahe dem;KB11;DEPrepart;
;;nahe der;KB11;DEPrepart;
;;nahegelegene;KB08;DEAttradj;
;;nahegelegenen;KB08;DEAttradj;
;;nahegelegt;deel3;DEPart;
;;nahelege;KB11,nahelegen;DERel;
;;nahelegen;KB11,nahelegen;DEInf;
;;nahelegst;KB11,nahelegen;DERel;
;;nahelegt;KB11,nahelegen;DERel;
;;nahelegte;KB11,nahelegen;DERel;
;;nahelegten;KB11,nahelegen;DERel;
;;nahen;deel2;DEInfAttradj;
;;naher;KB08;DEAttradj;
;;nahestanden;KB11;DERel;
;;nahezu;deel1;DEAdv;DEAdvDegree;
;;nahezulegen;KB11,nahelegen;DEZuInf;
;;nahm;;DERel;
;;nahmen;;DERel;
;;nahtlos;KB08;DEPredadj;
;;namenlosen;DTI,namenlos;DEAttradj;
;;namensgebende;DTI,namensgebend;DEAttradj;
;;namentlich;KB08;DEPredadj;
;;namentlichen;KB08;DEAttradj;
;;namentlicher;KB08;DEAttradj;
;;namhaft;KB14;DEPredadj;
;;namhafte;KB08;DEAttradj;
;;namhaften;KB08;DEAttradj;
;;namibische;KB08;DEGeoadj;
;;nannte;;DERel;
;;nannten;;DERel;
;;narren;;DERelCon;
;;nass;KB08;DEPredadj;
;;nasse;DTI,nass;DEAttradj;
;;nassem;DTI,nass;DEAttradj;
;;nassen;KB08;DEAttradj;
;;nasser;DTI,nass;DEAttradj;
;;nasses;DTI,nass;DEAttradj;
;;nasskalt;KB08;DEPredadj;
;;national;KB08;DEPredadj;
;;nationale;KB08;DEAttradj;
;;nationalen;KB08;DEAttradj;
;;nationaler;KB08;DEAdj;
;;nationales;KB08;DEAttradj;
;;nationalistisch-konservativen;KB14;DEAttradj;
;;nationalistische;KB08;DEAttradj;
;;nationalistischen;KB08;DEAttradj;
;;nationalkonservative;KB14;DEAttradj;
;;nationalkonservativen;KB14;DEAttradj;
;;nationalliberale;KB14;DEAttradj;
;;nationalsozialistische;KB08;DEAttradj;
;;nationalsozialistischen;KB08;DEAttradj;
;;nationalsozialistischer;KB08;DEAdj;
;;nationalstaatlich;KB14;DEPredadj;
;;nationalstaatliche;KB14;DEAttradj;
;;nato-geführte;KB08;DEAttradj;
;;nato-geführten;KB08;DEAttradj;
;;natürlich;KB08;DEPredadj;
;;natürliche;KB08;DEAttradj;
;;natürlichem;KB14;DEAttradj;
;;natürlichen;KB08;DEAttradj;
;;natürlicher;KB14;DEAttradj;
;;natürliches;DTI,natürlich;DEAttradj;
;;naturbelassen;DTI;DEPredadj;
;;naturgemäss;KB08;DEPredadj;
;;naturwissenschaftliche;KB08;DEAttradj;
;;naturwissenschaftlichen;KB08;DEAttradj;
;;neben;;DEPrep;
;;nebenbei;deel3;DEAdv;
;;nebeneinander;deel3 DEAdv, changed 2014.2-sde;DEAdv;DEVerbteil;DEConIfCap;
;;nebeneinandergestanden;KB11,nebeneinanderstehen;DEPart;
;;nebeneinanderstand;KB11,nebeneinanderstehen;DERel;
;;nebeneinanderstanden;KB11,nebeneinanderstehen;DERel;
;;nebeneinanderstehe;KB11,nebeneinanderstehen;DERel;
;;nebeneinanderstehen;KB11;DEInf;
;;nebeneinanderstehst;KB11,nebeneinanderstehen;DERel;
;;nebeneinandersteht;KB11,nebeneinanderstehen;DERel;
;;nebeneinanderzustehen;KB11,nebeneinanderstehen;DEZuInf;
;;neblig;KB08;DEPredadj;
;;nebst;KB07;DEPrep;
;;negativ;KB08;DEPredadj;
;;negative;KB08;DEAttradj;
;;negativen;KB08;DEAttradj;
;;negatives;KB08;DEAttradj;
;;negiere;KB11,negieren;DERel;
;;negieren;KB11;DEInf;
;;negierst;KB11,negieren;DERel;
;;negiert;KB11,negieren;DERel;
;;negierte;KB11,negieren;DEVerbAdj;
;;negierten;KB11;DEVerbAdj;
;;nehm;deel2;DERel;
;;nehme;;DERel;
;;nehmen;;DEInf;
;;nehmende;KB08;DEAttradj;
;;nehmt;KB11,nehmen;DERel;
;;neige;deel3;DERel;
;;neigen;KB11,neigen;DEInf;
;;neigst;KB11,neigen;DERel;
;;neigt;;DERel;
;;neigte;KB11,neigen;DERel;
;;neigten;KB11,neigen;DERel;
;;nein;deel2 DEAdv, changed #19-sde;DEConIfCap;DENein;DENegWord;
;;nenne;deel3;DERel;
;;nennen;;DEInf;
;;nennenswert;KB08;DEPredadj;
;;nennenswerte;KB08;DEAttradj;
;;nennenswertem;KB08;DEAttradj;
;;nennenswerten;KB08;DEAttradj;
;;nennst;KB11;DERel;
;;nennt;;DERel;
;;neokonservativen;KB14;DEAttradj;
;;neoliberale;KB08;DEAttradj;
;;neoliberalen;KB08;DEAttradj;
;;neoliberaler;KB14;DEAttradj;
;;neonazistische;KB08;DEAttradj;
;;neonazistischen;KB08;DEAttradj;
;;neonazistischer;KB08;DEAttradj;
;;nerve;KB11,nerven;DERel;
;;nerven;deel3;DERelCon;
;;nervös;KB08;DEPredadj;
;;nervöse;KB14;DEAttradj;
;;nervösem;KB14;DEAttradj;
;;nervösen;KB14;DEAttradj;
;;nervöser;KB14;DEAttradj;
;;nervöses;KB14;DEAttradj;
;;nervst;KB11,nerven;DERel;
;;nervt;KB11,nerven;DERel;
;;nervte;KB11,nerven;DERel;
;;nervten;KB11,nerven;DERel;
;;nett;KB08;DEPredadj;
;;nette;DTI,nett;DEAttradj;
;;nettem;DTI,nett;DEAttradj;
;;netten;DTI,nett;DEAttradj;
;;netter;DTI,nett;DEAdj;
;;nettes;DTI,nett;DEAttradj;
;;netze;deel2;DERelCon;
;;netzen;deel3;DERelCon;
;;neu;KB08;DEPredadj;
;;neu bartelshagen;DEGeo,KB17;DECon;
;;neu boltenhagen;DEGeo,KB17;DECon;
;;neu darchau;DEGeo,KB17;DECon;
;;neu duvenstedt;DEGeo,KB17;DECon;
;;neu gaarz;DEGeo,KB17;DECon;
;;neu gülze;DEGeo,KB17;DECon;
;;neu kaliss;DEGeo,KB17;DECon;
;;neu kosenow;DEGeo,KB17;DECon;
;;neu poserin;DEGeo,KB17;DECon;
;;neu wulmstorf;DEGeo,KB17;DECon;
;;neu zauche;DEGeo,KB17;DECon;
;;neuapostolische;DTI,neuapostolisch;DEAttradj;
;;neuartige;KB08;DEAttradj;
;;neuartigen;KB08;DEAttradj;
;;neuburg am inn;DEGeo,KB17;DECon;
;;neuburg am rhein;DEGeo,KB17;DECon;
;;neuburg an der donau;DEGeo,KB17;DECon;
;;neuburg an der kammel;DEGeo,KB17;DECon;
;;neue;KB08;DEAttradj;
;;neuem;KB08;DEAttradj;
;;neuen;KB08;DEAttradj;
;;neuenburg am rhein;DEGeo,KB17;DECon;
;;neuendorf bei elmshorn;DEGeo,KB17;DECon;
;;neuenhagen bei berlin;DEGeo,KB17;DECon;
;;neuenstadt am kocher;DEGeo,KB17;DECon;
;;neuer;KB08;DEAdj;
;;neuerdings;deel3, changed AdvTime into AdvTemp 10-12-2015-sde;DEAdv;DEAdvTemp;
;;neuere;KB14;DEAttradj;
;;neueren;KB08;DEAttradj;
;;neuerliche;KB08;DEAttradj;
;;neuerlichen;KB08;DEAttradj;
;;neuerlicher;KB08;DEAttradj;
;;neuerliches;KB08;DEAttradj;
;;neues;KB08;DEAttradj;
;;neueste;KB08;DEAttradj;
;;neuestem;DTI,neu;DEAttradj;
;;neuesten;KB08;DEAttradj;
;;neuester;KB08;DEAttradj;
;;neuestes;DTI,neu;DEAttradj;
;;neufahrn bei freising;DEGeo,KB17;DECon;
;;neufahrn in niederbayern;DEGeo,KB17;DECon;
;;neuformuliert;KB11;DERel;
;;neugeborene;KB08;DEAttradj;
;;neugeborenes;KB08;DEAttradj;
;;neugegründete;KB08;DEAttradj;
;;neugegründeten;KB08;DEAttradj;
;;neugewählten;KB08;DEAttradj;
;;neugierig;KB08;DEPredadj;
;;neugierigen;KB14;DEAttradj;
;;neugieriger;KB14;DEAdj;
;;neuhaus am inn;DEGeo,KB17;DECon;
;;neuhaus am rennweg;DEGeo,KB17;DECon;
;;neuhaus an der pegnitz;DEGeo,KB17;DECon;
;;neuhausen auf den fildern;DEGeo,KB17;DECon;
;;neuhausen ob eck;DEGeo,KB17;DECon;
;;neuhof an der zenn;DEGeo,KB17;DECon;
;;neukirchen bei sulzbach-rosenberg;DEGeo,KB17;DECon;
;;neukirchen beim heiligen blut;DEGeo,KB17;DECon;
;;neukirchen vorm wald;DEGeo,KB17;DECon;
;;neulich;KB14, changed AdvTime into AdvTemp 10-12-2015-sde;DEAdv;DEAdvTemp;
;;neumarkt in der oberpfalz;DEGeo,KB17;DECon;
;;neun;KB11;DENum;DEAttradj;
;;neunburg vorm wald;DEGeo,KB17;DECon;
;;neunhundert;KB11;DENum;DEAttradj;
;;neunjähriges;KB08;DEAttradj;
;;neunkirchen am brand;DEGeo,KB17;DECon;
;;neunkirchen am potzberg;DEGeo,KB17;DECon;
;;neunkirchen am sand;DEGeo,KB17;DECon;
;;neunköpfigen;KB08;DEAttradj;
;;neunstellige;KB16;DEAttradj;
;;neunstelligem;KB16;DEAttradj;
;;neunstelligen;KB16;DEAttradj;
;;neunstelliger;KB16;DEAttradj;
;;neunstelliges;KB16;DEAttradj;
;;neuntägigen;KB08;DEAttradj;
;;neunte;KB08;DENumadj;
;;neunten;KB08;DENumadj;
;;neunter;KB08;DENumadj;
;;neunundzwanzig;KB11;DENum;DEAttradj;
;;neunzehn;KB11;DENum;DEAttradj;
;;neustadt am kulm;DEGeo,KB17;DECon;
;;neustadt am main;DEGeo,KB17;DECon;
;;neustadt am rennsteig;DEGeo,KB17;DECon;
;;neustadt am rübenberge;DEGeo,KB17;DECon;
;;neustadt an der aisch;DEGeo,KB17;DECon;
;;neustadt an der aisch-bad windsheim;DEGeo,KB17;DECon;
;;neustadt an der donau;DEGeo,KB17;DECon;
;;neustadt an der orla;DEGeo,KB17;DECon;
;;neustadt an der waldnaab;DEGeo,KB17;DECon;
;;neustadt an der weinstrasse;DEGeo,KB17;DECon;
;;neustadt bei coburg;DEGeo,KB17;DECon;
;;neustadt in holstein;DEGeo,KB17;DECon;
;;neustadt in sachsen;DEGeo,KB17;DECon;
;;neustem;KB14;DEAttradj;
;;neusten;KB08;DEAttradj;
;;neutral;KB08;DEPredadj;
;;neutrale;KB08;DEAttradj;
;;neutralem;KB08;DEAttradj;
;;neutralen;KB08;DEAttradj;
;;neutraler;DTI,neutral;DEAttradj;
;;neutrales;DTI,neutral;DEAttradj;
;;neutralisiere;KB11,neutralisieren;DERel;
;;neutralisieren;;DEInf;
;;neutralisierst;KB11,neutralisieren;DERel;
;;neutralisiert;deel4;DERel;
;;neutralisierte;KB11,neutralisieren;DEVerbAdj;
;;neutralisierten;KB11,neutralisieren;DEVerbAdj;
;;nicht;KB09;DENicht;
;;nicht alle;KB14 Beginadj, changed #20-sde;DEKein;
/*;;nicht alles;KB14;DEBeginCon; - deleted #20-sde
;;nicht ausschliesslich;#19-sde;DEAdv;DEAdvModality;
;;nicht einfach nur;#19-sde;DENicht;
;;nicht lediglich;#19-sde;DEAdv;DEAdvModality;
;;nicht mehr;KB09;DENicht;
;;nicht mehr nur;sometimes negation, sometimes not, #19-sde;DENicht;
/*;;nicht mehr sehr;KB14;DEBeginadj; - deleted #20-sde
;;nicht mehr so;KB11;DENicht;
;;nicht ohne weiteres;2014.2-sde;DENicht;
;;nicht ohne;no negation, 2014.2-sde;DEPrep;
;;nicht nur;KB09 Adv AdvNonrelevant, changed #19-sde;DEAdv;DEAdvModality;
/* ;;nicht sehr;KB14;DEBeginadj; - deleted #20-sde
;;nicht selten;#20-sde;DEAdv;DEAdvTemp;DENegWord;
;;nicht so;KB11;DENicht;
;;nicht so viele;2016-01-05-sde;DEBeginadj;DEAdjpron;DEIndefpron;DENegWord;
;;nicht überall;15-12-2015-sde;DENicht;
;;nicht viel;2016-01-05-sde;DEVielWenig;DENegWord;
;;nicht viele;2016-01-05-sde;DEBeginadj;DEAdjpron;DEIndefpron;DENegWord;
;;nicht wenig;2016-01-05-sde;DEVielWenig;DENegWord;
;;nicht zuletzt;11-12-2015-sde;DEAdvNonrelevant;
;;nicht-ärztlichen;KB08;DEAttradj;
;;nicht-eheliche;KB08;DEAttradj;
;;nicht-ehelichen;KB08;DEAttradj;
;;nicht-öffentlicher;KB08;DEAttradj;
;;nichteheliche;KB08;DEAttradj;
;;nichtehelichen;KB08;DEAttradj;
;;nichtehelicher;KB08;DEAttradj;
;;nichtgenehmigte;KB08;DEAttradj;
;;nichtig;KB08;DEPredadj;
;;nichtöffentlichen;KB08;DEAttradj;
;;nichts anderes;21-12-2015-sde;DEBeginadj;DEIndefpron;DENegWord;
/**** Rewritten by DELVE, ;;nichts dagegen;dagegen is relevant here, 2014.2-sde;DECon;DENegWord;-;DEAdv;DEAdvDirection;
;;nichts dagegen;dagegen is relevant here, 2014.2-sde;DECon;DENegWord;Lit_nichts;-;DEAdv;DEAdvDirection
/**** Rewritten by DELVE, ;;nichts mehr;2016-01-12-sde;DESubjpron;DEObjpron;DENegWord;-;DEAdv;DERAdv;
;;nichts mehr;2016-01-12-sde;DESubjpron;DEObjpron;DENegWord;Lit_nichts;-;DEAdv;DERAdv;Lit_mehr
;;nichts;2013.1-sde Con, changed 2016-01-11-sde;DESubjpron;DEObjpron;DEConIfCap;DENegWord;
;;nichtstaatlicher;KB08;DEAttradj;
;;nickt;KB14,nicken;DERel;
;;nie;KB09;DENicht;
;;nie mehr;KB14;DENicht;
;;nieder;KB11;DEVerbteil;
;;nieder kostenz;DEGeo,KB17;DECon;
;;niederbayerische;KB08;DEGeoadj;
;;niederbayerischen;KB08;DEGeoadj;
;;niederbayrischen;KB08;DEGeoadj;
;;niederbrannte;KB11,niederbrennen;DERel;
;;niederbrannten;KB11,niederbrennen;DERel;
;;niederbrenne;KB11,niederbrennen;DERel;
;;niederbrennen;KB11,niederbrennen;DEInf;
;;niederbrennst;KB11,niederbrennen;DERel;
;;niederbrennt;KB11,niederbrennen;DERel;
;;niedergebracht;DTI,niederbringen;DEPart;
;;niedergebrannt;deel3;DEPart;
;;niedergegangen;deel3;DEPart;
;;niedergehe;KB11,niedergehen;DERel;
;;niedergehen;KB11,niedergehen;DEInf;
;;niedergehst;KB11,niedergehen;DERel;
;;niedergeht;KB11,niedergehen;DERel;
;;niedergelassen;KB11,niederlassen;DEPart;
;;niedergelassene;KB08;DEAttradj;
;;niedergelassenen;KB08;DEAttradj;
;;niedergelegt;;DEPart;
;;niedergelegten;KB14;DEAttradj;
;;niedergeschlagen;deel2;DEPart;
;;niedergeschossen;deel3;DEPart;
;;niedergestochen;deel3;DEPart;
;;niederging;KB11,niedergehen;DERel;
;;niedergingen;KB11,niedergehen;DERel;
;;niederhausen an der appel;DEGeo,KB17;DECon;
;;niederkirchen bei deidesheim;DEGeo,KB17;DECon;
;;niederländische;KB08;DEGeoadj;
;;niederländischen;KB08;DEGeoadj;
;;niederländischer;KB08;DEGeoadj;
;;niederländisches;KB08;DEGeoadj;
;;niederlässt;KB11,niederlassen;DERel;
;;niederlasse;KB11,niederlassen;DERel;
;;niederlassen;deel4;DEInf;
;;niederlasst;KB11,niederlassen;DERel;
;;niederlege;KB11,niederlegen;DERel;
;;niederlegen;;DEInf;
;;niederlegst;KB11,niederlegen;DERel;
;;niederlegt;KB11,niederlegen;DERel;
;;niederlegte;deel5;DERel;
;;niederlegten;KB11,niederlegen;DERel;
;;niederliess;KB11,niederlassen;DERel;
;;niederliessen;KB11;DERel;
;;niederrheinischen;KB08;DEGeoadj;
;;niedersächsiche;KB08;DEGeoadj;
;;niedersächsichen;KB08;DEGeoadj;
;;niedersächsische;KB08;DEGeoadj;
;;niedersächsischem;KB08;DEGeoadj;
;;niedersächsischen;KB08;DEGeoadj;
;;niedersächsischer;KB08;DEGeoadj;
;;niedersächsisches;KB08;DEGeoadj;
;;niederschiesse;KB11,niederschiessen;DERel;
;;niederschiessen;KB11,niederschiessen;DEInf;
;;niederschiesst;KB11,niederschiessen;DERel;
;;niederschlägst;KB11,niederschlagen;DERel;
;;niederschlägt;KB11;DERel;
;;niederschlage;deel4;DERel;
;;niederschlagen;deel3;DEInf;
;;niederschlagt;KB11,niederschlagen;DERel;
;;niederschlug;KB11;DERel;
;;niederschlugen;KB11,niederschlagen;DERel;
;;niederschoss;KB11,niederschiessen;DERel;
;;niederschossen;KB11,niederschiessen;DERel;
;;niederstach;KB11,niederstechen;DERel;
;;niederstachen;KB11,niederstechen;DERel;
;;niedersteche;KB11,niederstechen;DERel;
;;niederstechen;KB11,niederstechen;DEInf;
;;niederstecht;KB11,niederstechen;DERel;
;;niederstichst;KB11,niederstechen;DERel;
;;niedersticht;KB11,niederstechen;DERel;
;;niederzubrennen;KB11,niederbrennen;DEZuInf;
;;niederzugehen;KB11,niedergehen;DEZuInf;
;;niederzulassen;;DEZuInf;
;;niederzulegen;;DEZuInf;
;;niederzuschiessen;KB11,niederschiessen;DEZuInf;
;;niederzuschlagen;KB11,niederschlagen;DEZuInf;
;;niederzustechen;KB11,niederstechen;DEZuInf;
;;niedrig;KB08;DEPredadj;
;;niedrige;KB08;DEAttradj;
;;niedrigem;KB08;DEAttradj;
;;niedrigen;KB08;DEAttradj;
;;niedriger;KB08;DEAdj;
;;niedrigere;KB08;DEAttradj;
;;niedrigerem;KB14;DEAttradj;
;;niedrigeren;KB08;DEAttradj;
;;niedrigerer;KB08;DEAttradj;
;;niedrigeres;KB08;DEAttradj;
;;niedriges;KB08;DEAttradj;
;;niedrigste;KB08;DEAttradj;
;;niedrigstem;KB08;DEAttradj;
;;niedrigsten;KB08;DEAttradj;
;;niedrigster;KB08;DEAttradj;
;;niemals;deel2 DEAdv, changed 2014.2-sde;DENicht;
;;niemand;2013.1-sde Con, changed 21-12-2015-sde;DESubjpron;DENegWord;
;;niemandem;21-12-2015-sde;DEObjpron;DENegWord;
;;niemanden;21-12-2015-sde;DEObjpron;DENegWord;
;;niendorf bei berkenthin;DEGeo,KB17;DECon;
;;nigerianische;KB08;DEGeoadj;
;;nigerianischen;KB08;DEGeoadj;
;;nigerianischer;KB08;DEGeoadj;
;;nimm;deel5;DERel;
;;nimmst;KB11,nehmen;DERel;
;;nimmt;;DERel;
;;nippe;KB11,nippen;DERel;
;;nippen;KB11,nippen;DEInf;
;;nippst;KB11,nippen;DERel;
;;nippt;KB11,nippen;DERel;
;;nippte;KB11,nippen;DERel;
;;nippten;KB11,nippen;DERel;
;;nirgends;deel4, added labels 2014.2-sde;DEAdv;DEAdvPlace;DENegWord;
;;nirgendwo sonst;15-12-2015-sde;DEAdv;DEAdvPlace;DENegWord;
